"","age","failures","famrel","freetime","goout","Dalc","Walc","health","absences","G3","school_MS","sex_M","address_R","famsize_LE3","Pstatus_A","Medu_College","Fedu_College","Mjob_at_home","Fjob_at_home","reason_home","reason_other","reason_reputation","guardian_father","guardian_other","schoolsup_yes","famsup_no","paid_yes","activities_yes","nursery_no","higher_no","internet_no","romantic_yes","traveltime_TravelGT30Mins","studytime_StudyGT5Hrs"
"386",18,0,4,2,5,1,1,2,2,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
"387",17,0,4,4,3,1,1,5,0,15,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"388",18,0,5,4,2,1,2,5,6,15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"389",18,0,5,3,4,1,1,4,8,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"390",18,0,4,3,3,1,1,2,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0
"391",18,0,4,4,4,1,1,4,6,14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
"392",17,0,4,4,5,1,3,5,8,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"393",17,0,4,3,2,2,3,2,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"394",18,0,5,3,3,1,1,1,4,15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"395",17,0,4,3,3,2,3,2,0,16,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396",18,0,4,3,3,2,2,2,0,13,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"397",18,0,4,3,3,1,3,5,6,17,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"398",17,0,3,3,1,1,2,4,18,14,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"399",18,0,4,3,3,1,2,3,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"400",18,0,5,4,3,2,3,1,4,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
"401",18,0,5,3,2,1,2,4,4,17,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"402",18,0,5,4,5,2,3,5,0,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"403",17,0,4,4,3,1,3,4,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
"404",17,0,4,3,4,2,2,1,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"405",17,0,4,3,5,2,4,4,4,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"406",19,1,2,2,3,3,4,5,16,11,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"407",17,1,4,1,2,1,1,3,6,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"408",21,2,3,3,2,1,1,5,0,12,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1
"409",18,0,4,4,4,1,3,3,11,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
"410",18,0,4,3,5,1,4,2,9,15,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
"411",17,0,4,3,4,1,3,4,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"412",17,0,4,4,2,1,2,4,2,15,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"413",18,0,4,2,2,1,1,3,0,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"414",21,2,5,3,3,5,2,4,21,10,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
"415",20,0,3,2,2,1,3,3,8,15,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
"416",19,1,3,2,5,4,4,5,5,11,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"417",17,0,4,4,4,1,2,5,10,18,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"418",18,0,4,3,4,1,2,2,5,17,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
"419",18,0,3,1,3,4,5,4,13,14,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"420",19,0,5,3,4,1,4,4,10,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"421",18,0,4,1,4,1,3,4,10,17,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"422",20,1,5,3,1,1,1,5,5,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
"423",18,0,3,1,2,1,2,1,4,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"424",16,0,4,3,3,1,3,5,11,11,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
"425",16,0,4,4,4,1,1,5,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"426",15,1,4,1,3,1,1,2,6,10,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"427",15,0,5,4,4,2,3,5,4,11,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428",16,0,4,5,2,1,2,5,0,17,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"429",15,0,1,3,4,1,1,1,0,9,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"430",16,0,5,3,2,1,3,2,5,11,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"431",16,0,4,4,3,1,1,5,0,11,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
"432",17,1,4,5,4,1,2,5,0,10,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"433",17,1,5,4,4,2,2,5,0,7,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
"434",15,0,1,5,1,3,5,5,0,14,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"435",16,0,1,2,1,1,1,1,4,11,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1
"436",15,0,5,4,3,1,2,4,0,10,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"437",15,1,4,4,3,1,2,2,4,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"438",16,0,3,2,3,1,2,2,0,12,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"439",17,0,5,5,5,1,3,3,2,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440",15,0,4,1,3,1,1,4,0,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"441",16,0,5,4,5,4,5,3,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"442",17,0,4,4,3,2,4,5,4,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"443",15,0,5,3,4,1,2,2,0,14,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"444",15,0,5,3,4,1,2,2,7,8,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"445",16,0,3,4,5,1,2,5,4,11,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
"446",15,0,5,4,5,2,4,4,8,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
"447",15,0,5,3,3,1,1,5,0,11,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"448",17,0,5,5,5,5,5,3,8,9,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0
"449",16,0,4,2,2,1,1,4,6,17,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"450",15,0,5,1,2,1,1,1,3,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"451",16,0,4,5,4,1,2,1,2,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"452",16,0,4,3,3,1,1,5,0,11,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"453",16,0,4,4,5,1,1,4,4,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"454",16,1,1,3,2,1,2,4,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"455",16,1,1,3,2,1,2,4,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"456",15,0,4,4,2,3,3,2,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"457",16,0,5,4,3,2,1,2,0,15,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
"458",17,0,5,5,5,5,5,3,4,11,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"459",16,0,4,3,2,1,1,1,0,13,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
"460",16,0,4,4,3,1,1,5,2,10,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
"461",15,0,4,3,3,1,1,2,1,11,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"462",16,0,4,2,2,4,3,2,0,14,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
"463",15,0,4,2,1,1,2,2,0,14,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"464",15,0,4,4,3,2,2,5,2,12,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
"465",16,0,3,4,4,3,4,5,6,11,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0
"466",18,1,3,4,4,2,3,5,9,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"467",15,0,3,2,3,1,3,4,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"468",16,0,5,3,4,1,1,2,1,14,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"469",15,0,4,3,3,1,2,4,1,13,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
"470",16,0,4,3,1,1,1,3,0,13,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
"471",15,0,4,5,4,1,1,1,4,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"472",16,1,4,4,4,2,3,5,2,12,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"473",16,0,4,3,2,1,1,4,0,16,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0
"474",16,0,2,4,3,2,3,4,4,10,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"475",15,0,4,2,4,3,5,3,2,11,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"476",15,0,5,3,2,1,1,4,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"477",16,0,5,4,3,1,1,5,2,8,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"478",15,0,4,3,3,2,4,3,11,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"479",16,3,3,4,3,1,1,1,0,8,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"480",17,0,4,5,3,1,1,5,4,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"481",19,1,4,4,4,1,1,2,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
"482",17,0,5,5,3,1,1,3,2,11,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
"483",15,0,5,2,1,1,3,4,0,9,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"484",16,0,3,4,5,1,2,1,1,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"485",16,0,4,3,4,1,2,1,6,8,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"486",17,0,4,3,5,1,2,4,0,11,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487",16,1,4,4,3,1,4,3,1,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
"488",18,2,3,3,2,1,1,2,6,10,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
"489",19,1,5,3,1,1,1,3,6,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1
"490",18,1,4,4,3,3,4,4,0,10,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"491",18,1,3,2,3,1,1,2,4,10,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
"492",19,1,1,1,4,4,1,1,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"493",16,0,3,3,2,1,1,3,2,10,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
"494",17,0,2,4,4,3,5,5,5,10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
"495",16,0,4,4,5,1,3,3,0,9,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"496",16,0,4,5,4,1,1,4,0,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
"497",16,0,4,4,4,2,2,4,2,14,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"498",17,1,5,4,5,3,4,5,0,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
"499",16,0,5,3,3,1,1,1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"500",16,0,4,2,5,1,2,5,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
"501",17,1,5,3,5,5,5,1,12,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
"502",16,0,4,2,5,1,5,5,8,13,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"503",17,1,1,3,5,3,5,3,2,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
"504",16,0,2,2,1,1,1,5,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
"505",19,0,5,4,5,1,1,1,0,13,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"506",17,0,4,4,5,1,2,5,0,11,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
"507",20,1,3,3,4,2,4,3,8,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
"508",17,0,4,3,3,1,1,3,0,10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
"509",17,1,4,4,5,1,2,5,0,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"510",16,0,5,3,2,1,1,1,0,18,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"511",17,0,5,3,2,1,1,1,0,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"512",17,0,4,4,5,1,1,4,1,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"513",18,1,4,3,2,1,1,5,9,7,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"514",16,0,3,1,3,1,3,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"515",16,0,3,1,3,1,4,3,2,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"516",18,0,2,3,5,1,4,3,8,10,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
"517",16,0,4,3,3,2,3,2,0,16,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0
"518",16,0,5,4,5,1,4,2,0,15,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"519",18,1,2,3,2,1,3,1,8,8,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"520",16,0,5,2,1,1,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"521",16,0,4,3,2,1,3,5,6,8,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"522",16,0,3,3,3,1,1,2,0,10,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"523",16,0,4,3,4,1,2,3,4,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"524",18,0,5,5,5,5,5,5,2,6,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
"525",16,0,4,2,1,1,1,2,2,8,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
"526",17,0,4,4,3,1,2,5,0,16,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"527",17,0,4,2,3,1,2,5,1,14,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"528",16,0,5,1,3,2,2,3,0,10,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
"529",17,0,5,1,3,1,2,5,5,9,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"530",16,0,5,1,3,1,2,5,1,11,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"531",17,0,4,1,4,5,5,3,8,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"532",17,0,5,1,3,3,3,1,0,10,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
"533",16,0,4,2,2,1,4,5,2,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"534",16,0,3,2,2,1,1,3,0,16,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"535",16,0,4,1,2,2,5,5,0,12,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"536",15,0,5,5,5,1,3,5,11,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"537",15,0,5,4,5,2,3,5,8,14,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
"538",15,0,4,3,3,1,2,5,11,12,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"539",16,0,4,3,3,2,2,5,2,11,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"540",16,0,1,2,4,2,2,1,8,10,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"541",17,0,4,3,3,2,2,1,5,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"542",17,0,5,1,3,1,1,5,0,11,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
"543",16,0,5,3,5,1,4,5,1,12,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"544",17,3,3,3,3,1,3,5,2,8,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0
"545",17,0,5,1,2,3,3,5,2,12,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
"546",17,1,5,4,4,3,4,5,8,8,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
"547",17,0,5,2,5,1,1,5,0,16,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"548",16,0,4,1,2,2,1,2,0,11,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"549",17,0,4,5,5,1,2,3,2,11,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
"550",17,0,4,3,3,2,3,5,0,18,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"551",16,0,4,1,2,2,2,5,0,13,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"552",17,0,4,1,2,2,2,1,0,13,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"553",19,2,4,4,3,3,4,4,2,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"554",17,0,4,1,2,1,1,5,4,12,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"555",17,0,3,5,5,2,2,4,3,10,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
"556",16,0,4,3,4,1,1,3,5,13,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1
"557",16,0,4,4,4,2,4,5,4,11,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"558",17,3,5,4,4,1,1,5,2,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"559",17,0,5,5,5,3,5,5,0,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0
"560",18,1,4,3,2,1,1,4,0,13,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
"561",17,0,4,5,5,1,3,2,0,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"562",18,0,4,3,3,1,4,5,6,10,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"563",16,0,5,4,3,1,1,1,0,12,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
"564",17,1,1,2,1,2,3,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
"565",16,0,4,5,5,2,3,5,2,10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"566",16,0,4,5,5,2,4,5,0,9,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"567",18,1,5,3,3,2,3,5,2,9,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"568",18,1,2,3,1,2,2,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"569",19,3,3,2,1,1,1,3,4,9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"570",18,2,4,4,5,1,3,3,9,8,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"571",16,0,5,4,3,2,4,4,6,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"572",19,3,4,4,3,1,3,5,4,9,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0
"573",16,2,2,5,5,1,1,1,8,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"574",17,0,4,3,2,1,2,5,9,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"575",20,1,4,4,3,2,4,4,12,10,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"576",18,0,5,4,4,3,4,2,8,10,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"577",18,0,2,5,5,5,5,5,8,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"578",19,1,5,4,4,3,3,2,8,11,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"579",17,1,4,5,4,2,3,3,4,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
